window_size	method	k	silhouette	within_cluster_dispersion	between_cluster_distance	cluster_sizes	transition_count	segment_fragmentation
1000	k_medoids	11	0.13409500021022036	0.44559872765933667	0.5509165715720554	24,22,36,26,24,20,24,59,29,144,20	25	2.3636363636363638
1000	contiguous_segmentation	11	0.117462966243866	0.446115195855086	0.5476540782611578	5,14,51,18,67,21,82,104,6,36,24	10	1
1000	k_medoids	12	0.14376070142468908	0.43938483176961524	0.5473618344649529	42,24,23,21,31,83,24,21,84,25,25,25	22	1.9166666666666667
1000	contiguous_segmentation	12	0.12547526205253623	0.4378420784317707	0.5471752372592725	5,14,51,18,67,21,82,17,87,6,36,24	11	1
1000	k_medoids	13	0.1678575161606613	0.4249945742199462	0.5505525220920814	147,25,22,24,15,24,14,22,24,15,29,15,52	18	1.4615384615384615
1000	contiguous_segmentation	13	0.14433802458448913	0.4275797156646062	0.5471294921273127	5,14,51,18,67,21,82,17,38,49,6,36,24	12	1
1000	k_medoids	14	0.17018211519115173	0.417829789367736	0.5499414939573332	116,19,16,46,24,18,25,24,16,41,17,35,15,16	21	1.5714285714285714
1000	contiguous_segmentation	14	0.1615926705048669	0.4177010509762159	0.5470096135375313	5,14,51,18,67,21,82,17,38,26,23,6,36,24	13	1
1000	k_medoids	15	0.17357396828378913	0.4130317878661169	0.5475266419494147	83,16,20,22,20,20,26,30,24,40,21,27,27,27,25	27	1.8666666666666667
1000	contiguous_segmentation	15	0.17547733905366783	0.40902569150118845	0.5468649093530624	5,14,51,18,67,21,64,18,17,38,26,23,6,36,24	14	1
