job_id	status	checksum	runtime_ns	worker_shard	retries	failure_class	artifact_path
be9f27683c9942d72f7bba983046da44	COMPLETE	bc595b28a8bcea210e0acd1914b22367287b202711678db21b0ca0ecabe9b570	0	local/0	0		raw/be9f27683c9942d72f7bba983046da44.json
018b60ab1836a07a7ccb144f3d5d82a9	COMPLETE	1aaf4170b6635b7b2acf7f525b4b1edccc034d9e76caac3f597dd83775c0c9de	0	local/0	0		raw/018b60ab1836a07a7ccb144f3d5d82a9.json
876a7876f8d84bebd7c12a3651ae2f5a	COMPLETE	4e31ee8dd73026b59202e828b1f602b464f7a58ec9b822bcc44b0e920eeff8f4	0	local/0	0		raw/876a7876f8d84bebd7c12a3651ae2f5a.json
c104d38dce78acb1908ee2775f8b6924	COMPLETE	e17ee3253a83904d14b4b9290728a4a02f23269ccc39506e9fe98d60292d905f	0	local/0	0		raw/c104d38dce78acb1908ee2775f8b6924.json
93683910e738ebdaf1a8cc8d25afd19c	COMPLETE	6c6458edafc354b9236f4aefd388785f86a5ad5a983c99280a520072bc19d973	0	local/0	0		raw/93683910e738ebdaf1a8cc8d25afd19c.json
7c68ff7bccb474eccdcfaad38f029692	COMPLETE	7b4a52f3c56ae74853dc11f20b074c96105b8449be2de3cabbdb7990fda88042	0	local/0	0		raw/7c68ff7bccb474eccdcfaad38f029692.json
bb17a2733e7340e9ee692a620f8e4f78	COMPLETE	740b103d0993c38622a40c55ed6d314645c84162447380066993ec2b4c8ed864	0	local/0	0		raw/bb17a2733e7340e9ee692a620f8e4f78.json
32a6cc444abcd6bb088084e5c22ede58	COMPLETE	3308812c0d29b64058ae8c35ff193d647594607726102670f1972ce3005257ec	0	local/0	0		raw/32a6cc444abcd6bb088084e5c22ede58.json
d1b6f04bb985788dcec13bc61fc23d07	COMPLETE	683a77e2c12159ee4b2fcf6ce8c80114cff609c97f06cf2a7decf493864e2942	0	local/0	0		raw/d1b6f04bb985788dcec13bc61fc23d07.json
c803d9bfac1b099ecb911fd41b3787e5	COMPLETE	6adf0da1e7e0a3b30ba8332aee5971a7cdef5f0ef80d6f7bc20e2f7168741299	0	local/0	0		raw/c803d9bfac1b099ecb911fd41b3787e5.json
20a49df4432e46e9e9ea6778992f7d33	COMPLETE	9e50932010b6c4518fbe3bb176536399e52584380e393400858f197d722e18a5	0	local/0	0		raw/20a49df4432e46e9e9ea6778992f7d33.json
