token	direction	global_count	eligible_blocks	joint_classes	pairwise_js_mean	pairwise_js_median	pairwise_js_min	pairwise_js_sd	lobo_median_correlation	lobo_mean_correlation	lobo_median_spearman	sign_agreement	permutation_p	sign_permutation_p	entropy_effect	entropy_sign_consistency	entropy_permutation_p	entropy_status	replicated
x006387	outgoing	83	1	1	0	0	1	0	0	0	0	0.175	0.000999000999	0.000999000999	0.6442858522	1	0.000999000999	INSUFFICIENT_SUPPORT	false
x006440	outgoing	74	3	2	0.9974288469	0.9974821839	0.9961392645	0.001263758308	0.6064152366	0.5974494876	0.4002384938	0.8672619048	0.001998001998	0.2717282717	0.6139971971	1	0.8671328671	INSUFFICIENT_SUPPORT	false
x006441	outgoing	89	2	2	0.9966618446	0.9966618446	0.9966618446	0	0.4370542078	0.4370542078	0.3064422254	0.8160714286	0.000999000999	0.000999000999	0.5887696728	1	0.000999000999	INSUFFICIENT_SUPPORT	false
x006447	outgoing	74	1	1	0	0	1	0	0	0	0	0.1696428571	0.000999000999	0.000999000999	0.6157343781	1	0.000999000999	INSUFFICIENT_SUPPORT	false
x007904	outgoing	86	3	3	0.9960134062	0.9953585623	0.9953585623	0.001134222869	0.565731069	0.5521938665	0.3920004691	0.8422619048	0.02597402597	0.7872127872	0.556825037	1	0.1028971029	INSUFFICIENT_SUPPORT	false
x007905	outgoing	83	3	3	0.9956561126	0.9954849878	0.9948215053	0.0009320273676	0.541092668	0.5417459969	0.3788577512	0.856547619	0.8821178821	0.5054945055	0.4984676649	1	0.4045954046	INSUFFICIENT_SUPPORT	false
x007926	outgoing	116	1	1	0	0	1	0	0	0	0	0.1446428571	0.000999000999	0.000999000999	0.5471144381	1	0.000999000999	INSUFFICIENT_SUPPORT	false
x008248	outgoing	35	1	1	0	0	1	0	0	0	0	0.1892857143	0.000999000999	0.000999000999	0.6323011473	1	0.000999000999	INSUFFICIENT_SUPPORT	false
x008274	outgoing	54	3	2	0.9918157802	0.9915963828	0.9903878611	0.00154931282	0.5726178315	0.5728453463	0.3671540255	0.8761904762	0.1778221778	0.2757242757	0.5478695767	1	0.9200799201	INSUFFICIENT_SUPPORT	false
x008275	outgoing	56	3	2	0.9943521786	0.9941849206	0.9935130098	0.0009340969907	0.548162707	0.53930363	0.3579615451	0.8601190476	0.1058941059	0.7182817183	0.5297141513	1	0.972027972	INSUFFICIENT_SUPPORT	false
x008326	outgoing	38	1	1	0	0	1	0	0	0	0	0.1375	0.000999000999	0.000999000999	0.5164185648	1	0.000999000999	INSUFFICIENT_SUPPORT	false
x008560	outgoing	34	1	1	0	0	1	0	0	0	0	0.1428571429	0.000999000999	0.000999000999	0.5445609015	1	0.000999000999	INSUFFICIENT_SUPPORT	false
x008561	outgoing	51	1	1	0	0	1	0	0	0	0	0.175	0.000999000999	0.000999000999	0.5320500591	1	0.000999000999	INSUFFICIENT_SUPPORT	false
x008624	outgoing	87	2	1	0.9958517053	0.9958517053	0.9958517053	0	0.5266742022	0.5266742022	0.3963861601	0.8232142857	0.000999000999	0.000999000999	0.5468249979	1	0.000999000999	INSUFFICIENT_SUPPORT	false
x008625	outgoing	69	2	2	0.9960315899	0.9960315899	0.9960315899	0	0.4998526655	0.4998526655	0.3238630038	0.8303571429	0.000999000999	0.000999000999	0.5960826219	1	0.000999000999	INSUFFICIENT_SUPPORT	false
x008668	outgoing	65	1	1	0	0	1	0	0	0	0	0.1357142857	0.000999000999	0.000999000999	0.6182811363	1	0.000999000999	INSUFFICIENT_SUPPORT	false
x009398	outgoing	19	1	1	0	0	1	0	0	0	0	0.1535714286	0.000999000999	0.000999000999	0.5281826541	1	0.000999000999	INSUFFICIENT_SUPPORT	false
x009453	outgoing	17	1	1	0	0	1	0	0	0	0	0.175	0.000999000999	0.000999000999	0.4875364952	1	0.000999000999	INSUFFICIENT_SUPPORT	false
x009462	outgoing	317	33	4	0.9922739791	0.9923357269	0.9867186424	0.001858900378	0.6724667583	0.6713586638	0.478119726	0.8846861472	0.988011988	0.971028971	0.5495745327	1	0.997002997	INSUFFICIENT_SUPPORT	false
x009463	outgoing	314	36	4	0.9930447477	0.993226743	0.987773731	0.00181426757	0.6781202687	0.6770218185	0.472643977	0.8847718254	0.9020979021	0.8751248751	0.5569569978	1	0.973026973	INSUFFICIENT_SUPPORT	false
x009464	outgoing	1174	64	4	0.9923294295	0.9923716404	0.984099189	0.00257861861	0.700283152	0.6993919768	0.4858646856	0.8676339286	0.000999000999	0.000999000999	0.5409732974	1	0.000999000999	REPRODUCIBLY_BROAD	true
x009465	outgoing	1151	64	4	0.9920207726	0.9922136807	0.9824677552	0.002539461189	0.6995626894	0.6998186642	0.4896829895	0.86484375	0.000999000999	0.000999000999	0.5413027065	1	0.000999000999	REPRODUCIBLY_BROAD	true
x009470	outgoing	35	1	1	0	0	1	0	0	0	0	0.1857142857	0.000999000999	0.000999000999	0.6210811731	1	0.000999000999	INSUFFICIENT_SUPPORT	false
x009488	outgoing	115	3	2	0.9950319319	0.9955166202	0.9938773934	0.001004136756	0.5769727531	0.5660677126	0.4096910044	0.8470238095	0.989010989	0.8581418581	0.6329416333	1	0.998001998	INSUFFICIENT_SUPPORT	false
x009489	outgoing	116	3	2	0.9945792562	0.9935130098	0.9935130098	0.001846793044	0.5831980916	0.5635141997	0.3976110638	0.8410714286	0.4135864136	0.8311688312	0.6364316521	1	0.987012987	INSUFFICIENT_SUPPORT	false
x009496	outgoing	71	2	1	0.9916973317	0.9916973317	0.9916973317	0	0.4476093068	0.4476093068	0.342193175	0.8160714286	0.000999000999	0.000999000999	0.5001396611	1	0.000999000999	INSUFFICIENT_SUPPORT	false
x009497	outgoing	53	1	1	0	0	1	0	0	0	0	0.1714285714	0.000999000999	0.000999000999	0.5156311677	1	0.000999000999	INSUFFICIENT_SUPPORT	false
x009526	outgoing	119	4	2	0.9956351208	0.9960070194	0.9948222517	0.0006316677991	0.6133561284	0.6113003569	0.4212669807	0.8727678571	0.02797202797	0.7302697303	0.5388080384	1	0.7062937063	INSUFFICIENT_SUPPORT	false
x009527	outgoing	102	3	3	0.9968822611	0.9966618446	0.9966618446	0.0003817724807	0.5471201595	0.5609421962	0.4196271963	0.85	0.3246753247	0.7542457542	0.4941778708	1	0.1158841159	INSUFFICIENT_SUPPORT	false
