Corpus	ChainLength	Chain
Voynich	3	okeoteey -> okeyteey -> okeyty
Voynich	3	oklor -> okolor -> okoeor
Voynich	8	oksheeody -> okshody -> opshody -> pshody -> pody -> podky -> polky -> pcholky
Voynich	3	okshes -> opshes -> opsheas
Voynich	5	olalkain -> otalkain -> otalky -> otaky -> otacphy
Voynich	11	olcfholy -> ololy -> olohy -> oloky -> olkoky -> olkory -> olkor -> oldor -> olfor -> olfchor -> sholfchor
Voynich	11	olcheesey -> oleesey -> olsey -> oltey -> otey -> otedy -> otedeey -> oteoeey -> oteofy -> oteoly -> otcheoly
Voynich	3	olkeor -> olsheor -> olsheos
Voynich	3	oloeedy -> oloeeedy -> oloeeey
Voynich	3	oloiin -> olos -> olols
Voynich	6	olokar -> ookar -> pokar -> polar -> polal -> polchal
Voynich	11	ololchey -> otolchey -> otolchdy -> otolchd -> otold -> otod -> opod -> opom -> opos -> osos -> osoj
Voynich	5	ololdy -> oroldy -> otoldy -> oteoldy -> oteoaldy
Voynich	3	olord -> oloro -> olorol
Voynich	16	oloy -> otoy -> oteey -> osheey -> oshdy -> otshdy -> otshedy -> otsheody -> tsheody -> sheody -> shckheody -> shckhody -> sheeody -> sheedy -> rsheedy -> orsheedy
Voynich	4	olshee -> olsheed -> olshees -> orshees
Voynich	7	oltsho -> otsho -> oteo -> oteod -> oteodain -> oteodl -> oteeodl
Voynich	4	oltydy -> otydy -> oteydy -> otoydy
Voynich	10	opalor -> qopalor -> qokalor -> qokalar -> qokalaiin -> qokalam -> qokalom -> qokalol -> qokalos -> qokaiinos
Voynich	3	opalshedy -> otalshedy -> otalkshedy
Voynich	11	opchepy -> opchety -> qopchety -> qopchedy -> qopchdy -> qopchcfhy -> qopcheey -> qopcheedy -> qopcheeody -> qopcheody -> qopcheddy
Voynich	4	opcholdg -> opcholdy -> opchordy -> opchory
Voynich	4	opheey -> opoeey -> opoly -> opolsy
Voynich	77	opocphor -> opoor -> oqoor -> oqotor -> qotor -> qoeor -> qokeor -> qoekeor -> qoekeol -> qoekol -> qokol -> qofol -> qofchol -> qofchal -> qofchdal -> qofchdaiin -> qofchdar -> qokchdar -> qokedar -> qokear -> qoeeear -> qoeear -> qokar -> qokal -> qockhal -> qoinal -> qolal -> qolaiin -> qofaiin -> qofoiin -> qofod -> qokod -> qokchod -> qokcho -> qocho -> qoeeo -> qoeey -> qeey -> qoy -> qkoy -> qkory -> ykory -> ykary -> yfary -> ypary -> ypar -> yar -> tar -> shtar -> sheear -> sheea -> shee -> sheek -> shck -> shok -> sho -> sheeo -> sheeod -> sheeodain -> shodain -> shoain -> shkain -> shko -> shkol -> shakol -> sheekol -> sheekal -> sheeal -> sheeil -> sheeyl -> sheey -> psheey -> pshey -> opshey -> otshey -> otsheey -> otleey
Voynich	5	oqokeol -> qokeol -> qokcheol -> qofcheol -> qofcheal
Voynich	4	oqotaiiin -> oqotaiin -> qotaiin -> qoctaiin
Voynich	12	orchedal -> orchedar -> rchedar -> tchedar -> tchedor -> tchdor -> tcheor -> tcheo -> tcheain -> tchain -> tain -> rtain
Voynich	3	orky -> orshy -> orsy
Voynich	7	oroa -> orol -> orom -> rom -> roiin -> roiiin -> oroiiin
Voynich	6	oroiir -> roiir -> raiir -> paiir -> yaiir -> syaiir
Voynich	14	osheeky -> sheeky -> sheeeky -> sheeey -> reeey -> rshey -> rshdy -> rody -> qody -> qocphy -> qofy -> qofshy -> qofshey -> qofsheeey
Voynich	21	osheokaiin -> sheokaiin -> sheodaiin -> sheeodaiin -> sheeoaiin -> shoaiin -> shkaiin -> shokaiin -> shokal -> shodal -> shoda -> shod -> sheod -> sheoe -> sheom -> sheor -> shedor -> shekor -> shekar -> sheekar -> sheekas
Voynich	6	osshy -> otshy -> otsh -> oto -> otos -> otois
Voynich	15	otaily -> qotaily -> qotail -> qotai -> qota -> qot -> qoin -> qop -> qops -> qoos -> qokos -> qokas -> qokals -> qokaly -> qoekaly
Voynich	10	otaim -> taim -> taiiin -> taiin -> shtaiin -> shotaiin -> rotaiin -> roraiin -> poraiin -> pchoraiin
Voynich	6	otalchal -> otaldal -> otaldam -> otaldar -> otalsar -> otolsar
Voynich	4	otalshdy -> talshdy -> talody -> tchalody
Voynich	13	otararain -> tararain -> tarar -> sarar -> sakar -> sakaiin -> saraiin -> soraiin -> qoraiin -> qopaiin -> qopal -> qopam -> qopaim
Voynich	3	otcheedaiin -> oteedaiin -> oteedan
Voynich	10	otcheedy -> otchsdy -> qotchsdy -> qotchdy -> qetchdy -> qetchy -> qotchy -> qolchy -> polchy -> polchoy
Voynich	6	otchom -> oteom -> oteog -> oteor -> otedor -> otedchor
Voynich	4	otchotar -> ototar -> otorar -> otoram
Voynich	8	otchykey -> otchyky -> otyky -> otoky -> oteeoky -> oteeosy -> oteesy -> oteechy
Voynich	22	otechedy -> otecheedy -> otycheedy -> otychdy -> otychey -> oychey -> ychey -> tchey -> tchcthy -> tchdy -> tchd -> tad -> tal -> shtal -> shtol -> shol -> rol -> roly -> poly -> poaly -> pyoaly -> pydaly
Voynich	3	otedyl -> oteedyl -> oteedyy
Voynich	15	oteedain -> oteedo -> qoteedo -> qoteed -> qokeed -> qokd -> qokdy -> qokady -> qokaiy -> qokay -> qokcy -> qokeey -> pokeey -> polkeey -> polkeeey
Voynich	4	oteeochey -> oteeschey -> oteesey -> oteesed
Voynich	5	oteeshs -> otshs -> otshes -> otsheo -> otshcho
Voynich	27	oteesody -> teesody -> teeody -> tchody -> rchody -> schody -> schodain -> pchodain -> pchedain -> pcheodain -> ycheodain -> ychedain -> ychdain -> ychain -> ych -> tch -> shtch -> shtchy -> sheetchy -> sheeetchy -> shetchy -> shedchy -> shedey -> sheckhey -> shecthey -> shecthedy -> shecthedchy
Voynich	4	oteochedy -> oteochey -> oteodchey -> oteodched
Voynich	6	oteodchy -> otodchy -> otodey -> otodedy -> otochedy -> otkchedy
Voynich	3	oteosaiin -> oteosal -> oteosdal
Voynich	5	otlol -> otolol -> otodol -> otokol -> otoshol
Voynich	3	otochor -> otolor -> otylor
Voynich	3	otoldaiin -> otoloaiin -> otolopaiin
Voynich	3	otolpchy -> stolpchy -> tolpchy
Voynich	3	otoly -> otosy -> otosey
Voynich	11	otorchy -> torchy -> totchy -> shotchy -> shochy -> shkchy -> sheekchy -> sheekchey -> sheekey -> seekey -> seekeeey
Voynich	28	otshor -> tshor -> shor -> sheeor -> sheeos -> sheees -> seees -> soeees -> soees -> roees -> toees -> tees -> shees -> sheep -> sheet -> shet -> shef -> shep -> shepy -> shecphy -> sheocphy -> sheockhy -> sheockhey -> sheockhedy -> sheokedy -> shedkedy -> shekedy -> sheekedy
Voynich	4	otychal -> otydal -> otyda -> otydg
Voynich	3	otyshy -> oyshy -> oygy
Voynich	8	ox -> shx -> shr -> sher -> shes -> sheos -> sheoees -> sheoeed
Voynich	3	oydchy -> pydchy -> pydeey
Voynich	10	oyteedy -> yteedy -> teedy -> seedy -> seeedy -> soeeedy -> sokedy -> sokeedy -> rokeedy -> rodeedy
Voynich	39	oytor -> ytor -> shtor -> shoor -> qoor -> qooiin -> qokoiin -> qoko -> qoke -> qokeain -> qoked -> qokeg -> qokeog -> qokeod -> qokeeod -> qokeeo -> qokee -> qokeee -> qokeeeb -> qokeees -> qokeeas -> qokchas -> qokchal -> qokchol -> qokchon -> qokchor -> qofchor -> qopchor -> qopchar -> qopar -> qolar -> qolair -> qodair -> podair -> podai -> todai -> todaiin -> sodaiin -> shsodaiin
Voynich	5	parchdy -> pardy -> sardy -> saldy -> salckhy
Voynich	5	paroiin -> pchroiin -> pchdoiin -> pchdol -> pchodol
Voynich	8	pcheety -> ycheety -> ycheechy -> ycheeckhy -> ychckhy -> ycheey -> tcheey -> tcheeb
Voynich	11	pchof -> pchom -> ychom -> ycham -> tcham -> tchaiin -> tchal -> tchaly -> tcholy -> tchoky -> tchokyd
Voynich	4	pdsairy -> posairy -> polairy -> polsairy
Voynich	3	poiis -> soiis -> soiir
Voynich	7	polchls -> polchs -> polos -> polor -> polshor -> polshol -> poleeol
Voynich	5	poldy -> polshdy -> polshey -> polshy -> polyshy
Voynich	3	poral -> roral -> rorol
Voynich	8	poro -> poror -> toror -> taror -> talor -> talchor -> talchos -> ytalchos
Voynich	30	potoy -> qotoy -> qokoy -> qokeeoy -> qokeechy -> qokeechey -> qokeeey -> qekeeey -> qekeey -> qeokeey -> qeykeey -> qoykeey -> qoekeey -> qoedeey -> qoeteey -> qoteey -> qooeey -> qokoeey -> qokochy -> qokeochy -> qokeoly -> qokeolo -> qokeodo -> qokeodol -> qokedol -> qokedal -> qokeal -> qokeaiin -> qokedaiin -> qokedam
Voynich	4	psalar -> salar -> saltar -> salxar
Voynich	18	pshdal -> tshdal -> tedal -> tedaiin -> tdaiin -> teaiin -> tean -> tan -> shan -> shon -> shoiin -> shom -> shoo -> shocho -> shochol -> shechol -> shekol -> shekoiin
Voynich	4	psheodar -> rsheodar -> sheodar -> sheeodar
Voynich	5	psheoky -> sheoky -> sheocthy -> sheoty -> sheocty
Voynich	11	psheoldy -> sheoldy -> sheeoldy -> sheeoly -> sheely -> sheefy -> sheeoy -> sheoy -> sheshy -> sheshdy -> shetshdy
Voynich	18	py -> qy -> ry -> rky -> rkeey -> shkeey -> shckeey -> sheckeey -> shekeey -> sheekeey -> sheekshy -> shkshy -> shky -> shey -> sheyk -> sheykain -> sheokain -> sheolkain
Voynich	17	pychdar -> pydar -> ydar -> xdar -> xar -> xor -> tor -> taor -> tair -> tail -> tais -> tas -> tay -> say -> sasy -> sasa -> sada
Voynich	4	qetair -> qotair -> qoeair -> qofair
Voynich	12	qetchar -> qotchar -> qotar -> qorar -> qoorar -> qokorar -> qokodar -> qokeedar -> qokeear -> qokeeaiin -> qokeeal -> qokeeam
Voynich	6	qetedy -> qotedy -> qoltedy -> qolkedy -> qoekedy -> qoesedy
Voynich	3	qocky -> qoeky -> qoek
Voynich	7	qocpheeckhy -> qoeeckhy -> qoeeey -> qokey -> qokeoy -> qokeory -> qokchory
Voynich	29	qoctholy -> qokoly -> qokody -> qoeeody -> qolody -> qoldy -> qolky -> qoky -> qokg -> qokl -> qokeel -> qokees -> qokchs -> qokchos -> qokeeos -> qokeeeos -> qokeeeor -> qokcheor -> qokcheo -> qoksheo -> qokshe -> qokeshe -> qokeshey -> qokeshdy -> qokeshy -> qokchshy -> qokeeshy -> qokshy -> qokhy
Voynich	15	qodary -> qopary -> qotary -> qotady -> qotaldy -> qokaldy -> qokalchdy -> qokalchedy -> qokalchey -> qokolchey -> qokeeolchey -> qokeeolchedy -> qokolchedy -> qotolchedy -> qotalchedy
Voynich	7	qoeeda -> qoeedaiin -> qokeedaiin -> qokeedal -> qokeeodal -> qokchodal -> qokeodal
Voynich	5	qoekchy -> qoepchy -> qopchy -> qopchd -> qopchsd
Voynich	9	qoetchey -> qotchey -> qolchey -> qolchshy -> qolshy -> qolshdy -> qokshdy -> qokshd -> qoksh
Voynich	4	qoiol -> qolol -> qoloin -> qokoin
Voynich	10	qoirain -> qorain -> qorchain -> qotchain -> qotch -> qotcho -> qotcheo -> qopcheo -> qopcheol -> qopcheos
Voynich	7	qokaiii -> qokaiir -> qokiir -> qokoiir -> qotoiir -> qoteiir -> qotecir
Voynich	4	qokalchal -> qokalchar -> qokaldar -> qotaldar
Voynich	5	qokeeechy -> qokeeedy -> qoteeedy -> qotchedy -> qorchedy
Voynich	6	qokeeoar -> qokeeodar -> qokeeodaiin -> qokodaiin -> qokoaiin -> qoklaiin
Voynich	6	qokeeyl -> qokeyl -> qokeys -> qokeos -> qokes -> qoker
Voynich	4	qokold -> qokoldy -> qokolky -> qokolkain
Voynich	12	qokool -> qokshol -> qotshol -> qotainol -> qotchol -> qopchol -> qopcholy -> qopchody -> qotchody -> qotcheedy -> qotcheey -> qotchkeey
Voynich	6	qoksheedy -> qolsheedy -> qolsheey -> qolshey -> qokshey -> qoksheoy
Voynich	23	qokychdy -> qokydy -> qokyd -> qotyd -> qoted -> qotea -> qoteal -> qotal -> qotals -> qotas -> qotam -> qotay -> qotey -> qotechy -> qoteshy -> qotesy -> qoteesy -> qoteedy -> qolteedy -> solteedy -> solkeedy -> qsolkeedy -> qoolkeedy
Voynich	8	qolchedar -> qotchedar -> qotchdar -> qotchdaiin -> qotchaiin -> qopchaiin -> qopcham -> qopchas
Voynich	23	qolkchey -> qolkey -> qolkshey -> tolkshey -> tolkey -> solkey -> solkchy -> sokchy -> shokchy -> shekchy -> shepchy -> shdpchy -> shopchy -> sheopchy -> sheopchey -> shopchey -> shokchey -> shokcheey -> shokeey -> sheokeey -> sheokeedy -> sheolkeedy -> sheolkedy
Voynich	17	qolsheol -> solsheol -> solsheor -> tolsheor -> tolsheol -> tolkeol -> tolkol -> sholkol -> shokol -> shockhol -> shockho -> shockhy -> shocfhy -> shocfhey -> shockhey -> shockhhy -> shockhsy
Voynich	7	qoly -> qopy -> qopdy -> qoody -> qoodain -> qotdain -> qotdc
Voynich	3	qoodaiin -> qopdaiin -> qopdal
Voynich	16	qooko -> qooto -> qoto -> qotee -> qoteeo -> qoteeeo -> qoteees -> qotches -> qotchos -> qotchod -> qotchoiin -> qotchor -> qoteeor -> qoteeod -> qoteeody -> qoteeddy
Voynich	3	qool -> qopol -> qopor
Voynich	5	qooldy -> qotoldy -> qotody -> qoteody -> qoteode
Voynich	3	qopchear -> qopcher -> qopchyr
Voynich	5	qopoeey -> qotoeey -> qotoee -> qotod -> qotodain
Voynich	4	qopshdy -> qopshedy -> qoshedy -> qosheedy
Voynich	6	qorshy -> qotshy -> qotshdy -> qotshedy -> qotshey -> qoteeey
Voynich	4	qosaiin -> shosaiin -> sholaiin -> sheolaiin
Voynich	4	qosheo -> qoteo -> qoteol -> qotcheol
Voynich	4	qotchdal -> qotedal -> qotedar -> qotedair
Voynich	5	qotchs -> qotees -> qoteeos -> qoteeol -> qoteeal
Voynich	4	qotedol -> qotedor -> qoteor -> qoteoar
Voynich	4	qoteold -> qoteoly -> qotoly -> qotoky
Voynich	3	qotl -> qotol -> qotoiin
Voynich	11	qoty -> soty -> sody -> shody -> shldy -> shaldy -> shalky -> shdalky -> shdaldy -> shdaly -> shdalo
Voynich	7	qykchey -> ykchey -> yfchey -> yfchedy -> ychedy -> tchedy -> tchddy
Voynich	6	qykeod -> ykeod -> ycheod -> tcheod -> tched -> tchede
Voynich	18	rcheodal -> tcheodal -> tcheodar -> tchodar -> tchoar -> tchar -> schar -> schor -> tchor -> tcho -> tchod -> tchodain -> teeodain -> teeolain -> teeol -> taol -> talol -> talkl
Voynich	3	rodam -> shodam -> shodaim
Voynich	4	rokyd -> shokyd -> shoky -> shocky
Voynich	12	rolchedy -> solchedy -> salchedy -> salched -> salche -> salchey -> salshey -> solshey -> solshed -> solshedy -> solkedy -> solkchedy
Voynich	7	rolchy -> rolky -> solky -> solcthy -> soldy -> soiindy -> soydy
Voynich	3	rpchey -> ypchey -> typchey
Voynich	11	rshy -> shshy -> shfy -> shsy -> shs -> s -> sf -> siin -> sl -> so -> shso
Voynich	32	rychos -> ychos -> tchos -> tcheeos -> tcheos -> tcheol -> tcheodl -> tsheodl -> tsheol -> teeeol -> teeeo -> teeey -> teeedy -> tedy -> techy -> tchy -> tcfhy -> teey -> seey -> skeey -> skey -> sky -> skain -> soain -> soc -> soiin -> soaiin -> skaiin -> skar -> sokar -> shokar -> sheokar
Voynich	24	salkchdy -> salkeedy -> salkeey -> solkeey -> sholkeey -> sholkeechy -> sholkeedy -> shokeedy -> shkeedy -> ykeedy -> ycheedy -> ycheeody -> ycheeodain -> ykeeodain -> ykeeod -> skeeod -> skeeody -> ykeeody -> ykeeeody -> ykcheody -> ycheody -> ycheochy -> ycheockhy -> ycheoky
Voynich	10	schees -> ychees -> ycheeo -> ycheeol -> ycheeoy -> ychoy -> ychky -> ychsy -> ychty -> tchty
Voynich	4	shaikhhy -> shaikhy -> shoikhy -> sheoikhy
Voynich	4	sharal -> sharam -> taram -> talam
Voynich	4	shckhefy -> shoefy -> shoety -> shoyty
Voynich	6	shcphoor -> sheoor -> sheolor -> sholor -> shocphor -> shoeor
Voynich	3	shcthhy -> shocthhy -> shocphhy
Voynich	9	sheals -> sheols -> shols -> sholos -> sholoiin -> sholol -> shocthol -> shodol -> shodyol
Voynich	3	shedeeey -> shedshey -> shekshey
Voynich	10	sheecthey -> sheetey -> sheeteey -> shoteey -> shoeey -> shocthy -> shocthey -> shokey -> shoekey -> shoekechy
Voynich	3	sheeoeky -> sheoeky -> sheseky
Voynich	3	sheoctham -> sheopam -> sheosam
Voynich	6	shetey -> shotey -> shotchey -> shotchdy -> shotedy -> shocphedy
Voynich	3	sheycthy -> sheyky -> sheysy
Voynich	4	shkeea -> ykeea -> ykeeal -> skeeal
Voynich	29	shkeol -> ykeol -> ycheol -> ycheo -> ycheain -> yched -> yches -> ycheos -> ykeos -> ykchos -> ydchos -> ytchos -> ytchas -> ytas -> ytaiin -> yaiin -> ydaiin -> ydam -> ykam -> ykac -> ykaiin -> shykaiin -> sykaiin -> sokaiin -> sokal -> sodal -> sodar -> sodair -> sodaiiin
Voynich	7	shoar -> sholar -> solar -> soear -> sosar -> sosam -> sofam
Voynich	7	shocthody -> shodody -> shorody -> shordy -> shory -> sholy -> sholckhy
Voynich	14	shodshey -> shotshey -> shotshy -> shoshy -> shtshy -> shty -> shy -> shyk -> yk -> y -> sy -> soy -> soeey -> soeeb
Voynich	5	sholteol -> shoteol -> shoteo -> shotcho -> shopcho
Voynich	8	shorail -> shoral -> soral -> solal -> solaiin -> sotaiin -> sotchaiin -> sotchdaiin
Voynich	3	shos -> shot -> shoto
Voynich	17	shshdar -> tshdar -> tedar -> tear -> teear -> teeas -> teeos -> teeo -> tco -> teo -> ted -> tedain -> tdain -> todain -> teodain -> teody -> shteody
Voynich	3	shyokeey -> yokeey -> sokeey
Voynich	8	shypchedy -> ypchedy -> ypchdy -> ylchdy -> ytchdy -> ytady -> ytaly -> yaly
Voynich	20	shysho -> shyshol -> yshol -> ycthol -> ykol -> ykchol -> ykcholy -> ykeeoly -> ykeeory -> ykeeor -> ykeear -> ycheear -> ychar -> ychair -> ydair -> yfair -> ykair -> ykaiir -> ykaiil -> ydaiil
Voynich	4	shytchy -> ytchy -> ykchy -> ykchys
Voynich	5	socthh -> socths -> soes -> soeos -> soeom
Voynich	3	soeeol -> sokol -> sokod
Voynich	11	soin -> sol -> solain -> solkain -> tolkain -> tokain -> toky -> tockhy -> tocthy -> tocthey -> teocthey
Voynich	4	solol -> solor -> sosor -> sysor
Voynich	14	sols -> solsy -> soly -> sory -> sorain -> torain -> tolain -> tol -> tchol -> tdol -> teol -> techol -> tochol -> tochon
Voynich	4	sorshey -> sorshy -> soshy -> sosho
Voynich	4	sos -> tos -> teos -> teols
Voynich	3	sotchdy -> sotchy -> sotey
Voynich	15	spaiin -> ypaiin -> yfaiin -> yefaiin -> yofaiin -> yodaiin -> yckhodaiin -> ypodaiin -> ypchdaiin -> ypchaiin -> ypchal -> ypal -> yhal -> ytal -> ytals
Voynich	7	spchy -> ypchy -> ypch -> ypcho -> ypchol -> ypcholy -> ypcholdy
Voynich	10	ssheckhy -> ssheky -> sshey -> ssheey -> tsheey -> tshdy -> tody -> tod -> teed -> teedu
Voynich	8	sykar -> ykar -> ycthar -> ylar -> ylor -> ychor -> ychod -> ychcthod
Voynich	13	sykos -> ykos -> ykeeos -> ykeeeos -> ykeeeo -> ykeee -> yke -> ykain -> ydain -> ydl -> ydsh -> ydy -> tydy
Voynich	12	syty -> yty -> ty -> tey -> thy -> toy -> to -> tl -> tsh -> tosh -> toiin -> tiiin
Voynich	3	tachso -> tochso -> tochho
Voynich	3	taidy -> taiky -> taikhy
Voynich	3	techedy -> tochedy -> tochady
Voynich	12	teedal -> teedam -> teedar -> teeoar -> teeor -> teor -> teoar -> teodar -> teodaiin -> teeodaiin -> teeodal -> teeodan
Voynich	11	teoor -> toor -> toar -> toaiin -> topaiin -> topar -> todar -> todor -> tolor -> tolchor -> tolchory
Voynich	4	tocphol -> tokol -> tolol -> totol
Voynich	7	tolchd -> told -> toly -> tolshy -> tolshey -> toshey -> tosheo
Voynich	7	toshy -> tshy -> tshey -> tshed -> tshedain -> tshedy -> tshedky
Voynich	18	tshaiin -> tshoiin -> tsho -> tshod -> tsheed -> ysheed -> ykeed -> ykeeb -> ykeeo -> ykees -> ydees -> yees -> yeeg -> ylg -> yl -> yc -> yf -> yfain
Voynich	3	tshedal -> tshedar -> tshedor
Voynich	3	tshodpy -> tshody -> tshoky
Voynich	8	tyol -> yol -> xol -> xoiin -> yoiin -> ykoiin -> yko -> ycphko
Voynich	7	u -> v -> vo -> vor -> yor -> ydor -> ydoin
Voynich	4	vs -> ys -> yo -> yog
Voynich	24	ychedaiin -> ychedal -> ychedar -> ycheoar -> ysheoar -> yshear -> yshar -> yoar -> ysar -> ysaiin -> yshaiin -> yshoiin -> ysho -> yshe -> yshee -> ysheeo -> ysheeod -> ysheeody -> ysheedy -> ysheey -> ykeey -> ykdy -> ykedy -> ykedckhy
Voynich	3	ychockhy -> ychocphy -> ychocthy
Voynich	4	ychoees -> ykoees -> yoees -> yols
Voynich	20	ychtaiir -> ytaiir -> ytair -> ypair -> ypaim -> ytaim -> ytam -> ytym -> ytyd -> ykyd -> yky -> yckhy -> yckhey -> ydey -> yey -> ykey -> ykeain -> ykec -> yken -> ykan
Voynich	4	yckheody -> yckhody -> yfody -> yfodain
Voynich	3	ydoly -> ykoly -> ykocfhy
Voynich	8	yetey -> ytey -> ytchey -> ytchchy -> ytcheey -> ypcheey -> ypcheedy -> ypcheeey
Voynich	8	yfchor -> yfor -> ykor -> ykhor -> ykhol -> ykshol -> yksheol -> ykieol
Voynich	4	yfolaiin -> ykolaiin -> ykalaiin -> ykaraiin
Voynich	18	yfoldy -> ykoldy -> ykeoldy -> ykeody -> ykechody -> ykechod -> ykecho -> ykeo -> ykesho -> ykeshy -> ykeeshy -> ykeechy -> ykeeey -> yteeey -> yteeed -> ytched -> ykched -> ykcheshd
Voynich	3	ykarain -> ykaro -> ykaros
Voynich	9	ykchda -> ykchdar -> ykedar -> ykedaiin -> ykeedaiin -> ykeedal -> ykeedan -> ykeedar -> ykeedcr
Voynich	7	ykchedor -> ykcheor -> yksheor -> ysheor -> ysheod -> ysheody -> ysheockhy
Voynich	7	ykeal -> yteal -> ytear -> ytchar -> ytchaiin -> ytoaiin -> ykoaiin
Voynich	3	ykechey -> ykecthey -> ykeshey
Voynich	3	ykeodar -> ykodar -> ykoda
Voynich	3	ykhedy -> ykhody -> yphody
Voynich	23	ykl -> yksh -> ykshy -> yshy -> yry -> yy -> yt -> ytch -> ytcho -> ytchol -> ytchom -> ytchoy -> ytchody -> ytchedy -> yteeedy -> yteeeody -> yteeody -> yteeod -> yteeo -> yteech -> yteeg -> ytdg -> ytchdg
Voynich	3	ykshedy -> ypshedy -> ytshedy
Voynich	3	ypcheg -> ypches -> ypchesy
Voynich	5	ypod -> ytod -> yteod -> yteo -> yteain
Voynich	3	yqos -> yshos -> yshees
Voynich	3	yshedaiin -> ysheodaiin -> ysheokaiin
Voynich	4	ysheol -> ysheos -> yteos -> ytcheos
Voynich	8	ytapy -> ytashy -> ytshy -> yteey -> ytoy -> yto -> ytoiin -> ytoiiin
Voynich	3	ytdar -> ytedar -> yteedar
Voynich	7	ytedol -> yteol -> yteeol -> yteeor -> yteeeor -> yteor -> yteoor
Voynich	3	yteeoldy -> yteoldy -> yteold
Voynich	3	yteokar -> ytokar -> ytoar
Voynich	3	ytodaiin -> ytodal -> ytodaly
Doyle	11	3 -> 37 -> 7 -> a -> ah -> am -> an -> ain -> aid -> acid -> amid
Doyle	4	able -> ale -> age -> aged
Doyle	14	aboard -> board -> beard -> bear -> bar -> bad -> bag -> bags -> bars -> bare -> are -> arm -> arms -> army
Doyle	24	act -> acts -> arts -> art -> at -> as -> ash -> ask -> cask -> case -> cage -> came -> care -> card -> cards -> yards -> yard -> hard -> had -> ead -> dead -> deaf -> deal -> deals
Doyle	3	actor -> factor -> factors
Doyle	3	added -> aided -> aimed
Doyle	6	afoot -> foot -> boot -> boat -> beat -> beam
Doyle	3	after -> rafter -> rafters
Doyle	7	again -> gain -> gait -> wait -> await -> awaits -> waits
Doyle	10	agates -> gates -> gate -> date -> dare -> dark -> dart -> darts -> parts -> paris
Doyle	14	ago -> go -> do -> d -> b -> be -> bed -> beds -> beads -> beady -> ready -> read -> head -> ahead
Doyle	5	agree -> agreed -> greed -> greek -> green
Doyle	4	ague -> argue -> argued -> argues
Doyle	16	air -> airs -> fairs -> fails -> fail -> fair -> far -> ear -> dear -> der -> de -> del -> des -> desk -> deck -> neck
Doyle	6	alight -> flight -> fight -> eight -> height -> heights
Doyle	10	alive -> live -> five -> fine -> find -> finds -> fiends -> fields -> field -> yield
Doyle	3	all -> ally -> alley
Doyle	3	alone -> along -> among
Doyle	3	aloud -> cloud -> clouds
Doyle	34	amiss -> miss -> mass -> dass -> days -> day -> bay -> boy -> bob -> bon -> bond -> band -> and -> any -> many -> man -> can -> cab -> cap -> cat -> cast -> coast -> cost -> dost -> dose -> done -> don -> dog -> dogs -> does -> dies -> die -> did -> didn
Doyle	5	apart -> part -> party -> partly -> portly
Doyle	3	apiece -> piece -> pieces
Doyle	3	appeal -> appear -> appears
Doyle	12	around -> ground -> grounds -> rounds -> pounds -> pound -> bound -> found -> fond -> food -> flood -> blood
Doyle	3	arrows -> narrows -> narrow
Doyle	7	ashes -> washes -> washed -> dashed -> lashed -> flashed -> flashes
Doyle	22	aside -> side -> hide -> hid -> him -> ham -> ha -> h -> e -> eh -> em -> er -> dr -> dir -> dip -> dips -> lips -> lids -> lid -> lad -> clad -> glad
Doyle	3	asleep -> sleep -> sleeps
Doyle	3	associate -> associated -> associates
Doyle	5	astride -> stride -> strike -> strikes -> stripes
Doyle	10	au -> aus -> us -> is -> his -> has -> gas -> gash -> rash -> crash
Doyle	6	awaiting -> waiting -> wanting -> panting -> painting -> pointing
Doyle	5	away -> sway -> say -> lay -> lady
Doyle	7	back -> backs -> banks -> bands -> hands -> hand -> handy
Doyle	3	bald -> bold -> bolt
Doyle	3	balked -> talked -> walked
Doyle	18	bang -> bank -> blank -> black -> lack -> jack -> pack -> pace -> face -> faced -> facer -> faces -> facts -> fact -> fast -> east -> ease -> easy
Doyle	3	barrel -> barren -> warren
Doyle	7	beards -> bears -> ears -> earl -> early -> nearly -> neatly
Doyle	3	became -> become -> becomes
Doyle	3	bedside -> beside -> besides
Doyle	3	began -> begin -> begins
Doyle	5	begged -> legged -> lagged -> gagged -> ragged
Doyle	5	bein -> being -> bring -> brings -> borings
Doyle	3	believe -> believed -> relieved
Doyle	4	bell -> bull -> bulk -> bulky
Doyle	3	below -> blow -> blew
Doyle	15	bent -> best -> bet -> bit -> big -> rig -> rag -> drag -> draw -> drawn -> dawn -> down -> doin -> doing -> doings
Doyle	3	better -> bitter -> bitten
Doyle	5	binding -> blinding -> blinking -> clinking -> clanking
Doyle	16	blair -> lair -> hair -> chair -> chain -> chin -> chins -> coins -> coils -> coals -> coats -> boats -> boots -> books -> book -> brook
Doyle	4	blame -> blamed -> blazed -> blaze
Doyle	3	bland -> blind -> blinds
Doyle	30	bless -> less -> legs -> leg -> le -> he -> her -> hear -> fear -> fears -> years -> year -> near -> neat -> eat -> fat -> fate -> hate -> hat -> hit -> fit -> fir -> fire -> fired -> fires -> files -> miles -> mile -> mild -> milk
Doyle	4	blows -> bows -> bow -> bowl
Doyle	3	bluff -> fluff -> fluffy
Doyle	3	border -> borders -> orders
Doyle	4	bore -> bored -> bowed -> vowed
Doyle	3	borrow -> morrow -> sorrow
Doyle	3	bought -> brought -> wrought
