Corpus	ChainLength	Chain
Astafiev	8	половин -> половина -> половине -> половинке -> половинки -> половинку -> половину -> половины
Astafiev	3	полотенца -> полотенце -> полотенцем
Astafiev	3	полуфабрикат -> полуфабриката -> полуфабрикату
Astafiev	4	полученное -> полученной -> полученном -> полученному
Astafiev	3	полученные -> полученный -> полученным
Astafiev	3	получилась -> получились -> получилось
Astafiev	3	получился -> получится -> получиться
Astafiev	3	помидор -> помидора -> помидоры
Astafiev	4	порции -> порций -> порцию -> порция
Astafiev	5	постоит -> состоит -> состоят -> состоять -> постоять
Astafiev	3	посуде -> посуду -> посуды
Astafiev	4	посыпанное -> посыпанной -> посыпанный -> посыпанные
Astafiev	5	потребление -> потребления -> употребления -> употреблении -> употреблению
Astafiev	3	появился -> появится -> появятся
Astafiev	4	приготовление -> приготовлении -> приготовлению -> приготовления
Astafiev	5	приготовленное -> приготовленной -> приготовленный -> приготовленные -> приготовленным
Astafiev	4	приправ -> приправа -> приправу -> приправы
Astafiev	3	припущенные -> пропущенные -> пропущенное
Astafiev	3	приучать -> приучить -> приучите
Astafiev	3	прозрачный -> прозрачным -> прозрачными
Astafiev	3	прокипяченные -> прокипяченный -> прокипяченным
Astafiev	5	промытое -> промытой -> промытый -> промытые -> промытым
Astafiev	3	простокваша -> простокваше -> простоквашей
Astafiev	4	протертой -> протертый -> протертым -> протертыми
Astafiev	3	процеженной -> процеженный -> процеженным
Astafiev	3	прямоугольник -> прямоугольника -> прямоугольники
Astafiev	3	птица -> птице -> птицы
Astafiev	3	пудинг -> пудинга -> пудингам
Astafiev	3	пудра -> пудру -> пудры
Astafiev	3	пшена -> пшено -> пшеном
Astafiev	3	работа -> работе -> работу
Astafiev	4	равные -> равных -> разных -> разные
Astafiev	5	разведенной -> разведенном -> разведенным -> разведенные -> разведенный
Astafiev	6	различное -> различной -> различном -> различным -> различные -> различных
Astafiev	3	размерам -> размером -> размеров
Astafiev	3	размоченной -> размоченный -> размоченным
Astafiev	4	размягченное -> размягченном -> размягченным -> размягченные
Astafiev	5	разогретое -> разогретой -> разогретом -> разогретым -> разогретый
Astafiev	3	рассол -> рассола -> рассолс
Astafiev	3	рассольник -> рассольника -> рассольники
Astafiev	5	растворенной -> растворенный -> растворенные -> растворенным -> растворенных
Astafiev	3	растворился -> растворится -> раствориться
Astafiev	6	растертое -> растертой -> растертый -> растертые -> растертым -> растертыми
Astafiev	5	растительное -> растительном -> растительным -> растительные -> растительных
Astafiev	4	растопленное -> растопленном -> растопленным -> растопленный
Astafiev	3	рацион -> рациона -> рационе
Astafiev	3	редька -> редьки -> редьку
Astafiev	4	репа -> репе -> репу -> репы
Astafiev	3	рецепт -> рецепте -> рецепту
Astafiev	4	рис -> риса -> рису -> рисуя
Astafiev	3	ровном -> ровным -> ровный
Astafiev	3	роль -> соль -> солью
Astafiev	6	рубленое -> рубленой -> рубленый -> рубленые -> рубленым -> рублеными
Astafiev	3	рулет -> рулета -> рулеты
Astafiev	5	рыб -> рыба -> рыбе -> рыбу -> рыбы
Astafiev	7	рыбное -> рыбной -> рыбном -> рыбным -> рыбные -> рыбный -> рыбных
Astafiev	3	саго -> сало -> сале
Astafiev	6	салом -> самом -> самой -> самый -> самые -> самых
Astafiev	3	салфетке -> салфетки -> салфетку
Astafiev	3	сардин -> сардина -> сардины
Astafiev	4	сахар -> сахара -> сахаре -> сахару
Astafiev	4	сахарной -> сахарный -> сахарные -> сахарным
Astafiev	7	сваренное -> сваренной -> сваренном -> сваренным -> сваренные -> сваренный -> сваренных
Astafiev	4	сварился -> сварится -> сварятся -> уварятся
Astafiev	6	свежее -> свежей -> свежий -> свежие -> свежим -> свежими
Astafiev	4	свекла -> свекле -> свеклу -> свеклы
Astafiev	5	свекольной -> свекольный -> свекольные -> свекольным -> свекольных
Astafiev	3	свернется -> свернутся -> свернулся
Astafiev	5	света -> свету -> цвету -> цвет -> цвета
Astafiev	4	свинина -> свинине -> свинину -> свинины
Astafiev	3	свиные -> свиным -> свиных
Astafiev	3	сельдерей -> сельдерею -> сельдерея
Astafiev	3	сельди -> сельдь -> сельдью
Astafiev	6	семги -> семи -> теми -> тем -> там -> так
Astafiev	5	сера -> сыра -> сыр -> сыру -> сырую
Astafiev	5	середина -> середине -> середину -> серединку -> серединки
Astafiev	3	сироп -> сиропа -> сиропы
Astafiev	7	сковорода -> сковороде -> сковородке -> сковородки -> сковородку -> сковороду -> сковороды
Astafiev	3	сколько -> столько -> только
Astafiev	3	скумбрии -> скумбрию -> скумбрия
Astafiev	5	слабо -> слабой -> слабом -> слабым -> слабый
Astafiev	3	следующем -> следующим -> следующих
Astafiev	3	сливочное -> сливочном -> сливочному
Astafiev	4	сложить -> служить -> служит -> служат
Astafiev	3	слой -> слоя -> соя
Astafiev	3	смазанное -> смазанной -> смазанном
Astafiev	3	смеси -> смесь -> смесью
Astafiev	4	сметана -> сметане -> сметану -> сметаны
Astafiev	10	сметанном -> сметанным -> сметанный -> смешанный -> смешанной -> смешанное -> смешанном -> смешанным -> смешанные -> смешанных
Astafiev	3	смородине -> смородину -> смородины
Astafiev	3	смоченные -> смоченным -> смоченных
Astafiev	5	соленое -> соленой -> соленый -> соленые -> соленых
Astafiev	3	солянка -> солянки -> солянку
Astafiev	5	сорта -> торта -> торт -> торту -> торты
Astafiev	3	состояние -> состоянии -> состояния
Astafiev	3	сотейник -> сотейника -> сотейнике
Astafiev	5	соус -> соуса -> соусе -> соусу -> соусы
Astafiev	3	сочетании -> сочетания -> сочетаниях
Astafiev	3	сочные -> сочным -> сочными
Astafiev	6	специально -> специальной -> специальный -> специальные -> специальным -> специальных
Astafiev	4	спине -> спинке -> спинки -> спинку
Astafiev	3	способ -> способе -> способу
Astafiev	7	среднее -> средней -> среднем -> средним -> средние -> средний -> средних
Astafiev	3	срез -> среза -> срезав
Astafiev	3	ставрида -> ставриду -> ставриды
Astafiev	3	стакан -> стакана -> стаканах
Astafiev	4	стекали -> стекало -> стекло -> стекла
Astafiev	4	стол -> стола -> столе -> столу
Astafiev	5	столовой -> столовом -> столовым -> столовые -> столовый
Astafiev	4	сторон -> сторона -> сторону -> стороны
Astafiev	3	стружки -> стручки -> стручка
Astafiev	4	суп -> супа -> супу -> супы
Astafiev	6	супов -> супом -> сухом -> сухим -> сухие -> сухих
Astafiev	5	сутки -> утки -> утка -> утке -> утку
Astafiev	10	сушеной -> тушеной -> тушеное -> тушенное -> тушенные -> тушенный -> тушеный -> тушеные -> сушеные -> сушеных
Astafiev	9	сырной -> сырный -> сырные -> сырые -> сырое -> сырой -> сырок -> сыром -> сырому
Astafiev	3	сыры -> сырым -> сырыми
Astafiev	6	также -> такое -> такой -> таком -> таким -> такими
Astafiev	3	тарелке -> тарелки -> тарелку
Astafiev	5	твердой -> твердый -> твердые -> твердым -> твердых
Astafiev	4	творожной -> творожный -> творожные -> творожных
Astafiev	8	тела -> тепла -> тепле -> теплое -> теплой -> теплом -> теплым -> теплые
Astafiev	4	телятина -> телятине -> телятину -> телятины
Astafiev	5	темное -> темной -> темный -> темные -> темным
Astafiev	5	температур -> температура -> температуре -> температуру -> температуры
Astafiev	5	тертой -> тертый -> тертые -> тертым -> тертыми
Astafiev	4	той -> том -> тот -> тут
Astafiev	4	толстой -> толстый -> толстым -> толстыми
Astafiev	5	толченным -> толченым -> толченые -> толченый -> толченой
Astafiev	3	толщина -> толщине -> толщины
Astafiev	4	томат -> томата -> томате -> томаты
Astafiev	3	томатапасты -> томатпасты -> томатпасту
Astafiev	3	томатапюре -> томатпюре -> томатупюре
Astafiev	5	томатное -> томатной -> томатном -> томатным -> томатный
Astafiev	4	тонкие -> тонкий -> тонким -> тонкими
Astafiev	3	топленое -> топленом -> топленым
Astafiev	3	треска -> трески -> треску
Astafiev	4	тушка -> тушке -> тушки -> тушку
Astafiev	3	тыква -> тыкву -> тыквы
Astafiev	3	уксус -> уксуса -> уксусе
Astafiev	3	умеренно -> умеренном -> умеренным
Astafiev	3	условий -> условия -> условиях
Astafiev	4	фарш -> фарша -> фарши -> фаршу
Astafiev	3	фасоли -> фасоль -> фасолью
Astafiev	5	фруктовой -> фруктовом -> фруктовым -> фруктовые -> фруктовый
Astafiev	3	хвост -> хвоста -> хвосты
Astafiev	3	хлеб -> хлеба -> хлебе
Astafiev	5	хлебном -> хлебным -> хлебные -> хлебный -> хлебных
Astafiev	4	холодное -> холодной -> холодном -> холодному
Astafiev	4	холодные -> холодный -> холодным -> холодными
Astafiev	3	хорош -> хороши -> хорошо
Astafiev	3	хорошей -> хорошем -> хорошему
Astafiev	3	цедра -> цедру -> цедры
Astafiev	3	ценности -> ценность -> ценностью
Astafiev	4	чае -> чаем -> чем -> чему
Astafiev	4	чай -> час -> часа -> часы
Astafiev	4	чайной -> чайный -> чайные -> чайных
Astafiev	3	части -> часто -> частое
Astafiev	3	человек -> человека -> человеку
Astafiev	3	черешки -> черешни -> черешню
Astafiev	3	черника -> черники -> чернику
Astafiev	4	черной -> черный -> черные -> черным
Astafiev	3	что -> чтоб -> чтобы
Astafiev	3	чугунной -> чугунный -> чугунные
Astafiev	3	шарлотка -> шарлотки -> шарлотку
Astafiev	3	широкий -> широким -> широкими
Astafiev	3	шпик -> шпика -> шпике
Astafiev	3	шпинат -> шпината -> шпинате
Astafiev	3	щепотка -> щепотки -> щепотку
Astafiev	3	щука -> щуки -> щуку
Astafiev	3	энергии -> энергию -> энергия
Astafiev	4	эта -> эти -> этим -> этих
Astafiev	4	это -> этой -> этом -> этому
Astafiev	4	яблок -> яблока -> яблокам -> яблоками
Astafiev	3	яблоки -> яблоко -> яблоком
Astafiev	5	яблочное -> яблочной -> яблочный -> яблочные -> яблочным
Astafiev	4	ягодное -> ягодном -> ягодным -> ягодные
Astafiev	4	язык -> языка -> языки -> языку
Astafiev	3	яичниц -> яичница -> яичницу
Astafiev	6	яичное -> яичном -> яичным -> яичные -> яичный -> яичных
Astafiev	3	яйца -> яйцам -> яйцами
Astafiev	3	яйце -> яйцо -> яйцом
