window_size	method	k	silhouette	within_cluster_dispersion	between_cluster_distance	cluster_sizes	transition_count	segment_fragmentation
50	k_medoids	8	0.004030101608462386	0.8799316027203541	0.8970206172302002	2879,2385,139,18,511,2395,147,259	1570	196.375
50	contiguous_segmentation	8	-0.02721807032139426	0.8912260824815065	0.8903218163472387	7,171,40,67,148,5954,14,2332	7	1
50	k_medoids	9	0.0030576927139788802	0.8741061451609682	0.8958647406283196	374,1826,1554,1356,911,132,201,1253,1126	1840	204.55555555555554
50	contiguous_segmentation	9	-0.02721807032139426	0.8912260824815065	0.8903218163472387	7,171,40,47,20,148,5954,14,2332	8	1
50	k_medoids	10	0.005919434400255971	0.876577662485996	0.8962510737806347	2602,1017,18,1899,87,300,439,402,261,1708	1770	177.1
50	contiguous_segmentation	10	-0.02830554759553262	0.8917461442325877	0.8903163937377188	7,171,40,14,33,20,148,5954,14,2332	9	1
50	k_medoids	11	0.005568565403055778	0.8720605040729785	0.8964449372303244	399,898,346,1790,240,18,189,74,1109,2212,1458	1809	164.54545454545453
50	contiguous_segmentation	11	-0.028094149586770475	0.8923348759876826	0.8903137781303881	7,171,40,14,33,20,25,123,5954,14,2332	10	1
50	k_medoids	12	0.004796774988922634	0.8729801125461096	0.8960534653533946	2054,1193,153,217,1764,18,466,970,110,1472,103,213	1843	153.66666666666666
50	contiguous_segmentation	12	-0.028550876382850685	0.892557909969584	0.8907932059456338	7,171,40,14,33,20,25,123,225,5729,14,2332	11	1
50	k_medoids	13	0.0009023744652445944	0.8687595498305423	0.8954480556095805	863,854,155,630,348,91,575,595,657,1649,682,75,1559	1932	148.69230769230768
50	contiguous_segmentation	13	-0.025863183346933674	0.8923119956860507	0.8911537169806145	7,171,40,14,33,20,25,123,225,5,5724,14,2332	12	1
50	k_medoids	14	0.00034979196681208933	0.8711263571699025	0.8951441072837155	698,552,46,489,262,560,448,988,343,1317,219,1147,1646,18	2027	144.85714285714286
50	contiguous_segmentation	14	-0.025071864539508822	0.8915348594840835	0.8931968248475266	7,171,40,14,33,20,25,123,225,5,2763,2961,14,2332	13	1
50	k_medoids	15	-1.560558527317034e-05	0.867337372901325	0.894860647241951	210,839,875,960,496,103,474,673,779,767,812,71,1282,109,283	2011	134.13333333333333
50	contiguous_segmentation	15	-0.025926319567438814	0.8914180504965947	0.8932520194565393	7,171,40,14,33,20,25,123,225,5,2672,91,2961,14,2332	14	1
100	k_medoids	2	0.012493852157219106	0.8175873400011379	0.8279924365587297	1762,2600	255	128
