corpus_id	representation_id	family	metric_id	regime	checkpoint_requested	checkpoint_actual	replicate	seed	value	comparable
C06	MUSIC-R2	G	G07_HIGHER_ORDER_ENTROPY_REDUCTION		5000	4997	2	5437471272892875098	0	true
C06	MUSIC-R2	G	G08_MEAN_SYMBOLS_PER_TOKEN		5000	4997	2	5437471272892875098	1	true
C06	MUSIC-R2	T	T01_MEAN_TOKEN_LENGTH		5000	4997	2	5437471272892875098	1	true
C06	MUSIC-R2	T	T02_TOKEN_LENGTH_SD		5000	4997	2	5437471272892875098	0	true
C06	MUSIC-R2	T	T03_UNIQUE_TOKEN_RATIO		5000	4997	2	5437471272892875098	0.00420252151291	true
C06	MUSIC-R2	T	T04_HAPAX_RATIO		5000	4997	2	5437471272892875098	0.190476190476	true
C06	MUSIC-R2	T	T05_PREFIX_DIVERSITY		5000	4997	2	5437471272892875098	1	true
C06	MUSIC-R2	T	T06_SUFFIX_DIVERSITY		5000	4997	2	5437471272892875098	1	true
C06	MUSIC-R2	T	T07_EDIT_GRAPH_DENSITY		5000	4997	2	5437471272892875098	1	true
C06	MUSIC-R2	T	T08_EDIT_GRAPH_GIANT_SHARE		5000	4997	2	5437471272892875098	1	true
C06	MUSIC-R2	T	T09_EDIT_GRAPH_CLUSTERING		5000	4997	2	5437471272892875098	1	true
C06	MUSIC-R2	T	T10_EDIT_DEGREE_FREQUENCY_SPEARMAN		5000	4997	2	5437471272892875098	0	true
C06	MUSIC-R2	T	T11_POSITIONAL_RESTRICTION_DENSITY		5000	4997	2	5437471272892875098	0.333333333333	true
C06	MUSIC-R2	S	S01_TRANSITION_DENSITY	FREQ_GE_5	5000	4997	2	5437471272892875098	0.5546875	true
C06	MUSIC-R2	S	S02_TRANSITION_ZERO_DENSITY	FREQ_GE_5	5000	4997	2	5437471272892875098	0.4453125	true
C06	MUSIC-R2	S	S03_TRANSITION_ENTROPY_NORM	FREQ_GE_5	5000	4997	2	5437471272892875098	0.686801099756	true
C06	MUSIC-R2	S	S06_PREFERRED_TRANSITION_FRACTION	FREQ_GE_5	5000	4997	2	5437471272892875098	0.145631067961	true
C06	MUSIC-R2	S	S07_DEPLETED_TRANSITION_FRACTION	FREQ_GE_5	5000	4997	2	5437471272892875098	0.378640776699	true
C06	MUSIC-R2	S	S08_HIGHER_ORDER_PREDICTIVE_GAIN	FREQ_GE_5	5000	4997	2	5437471272892875098	0.100428784759	true
C06	MUSIC-R2	S	S01_TRANSITION_DENSITY	FREQ_GE_10	5000	4997	2	5437471272892875098	0.6	true
C06	MUSIC-R2	S	S02_TRANSITION_ZERO_DENSITY	FREQ_GE_10	5000	4997	2	5437471272892875098	0.4	true
C06	MUSIC-R2	S	S03_TRANSITION_ENTROPY_NORM	FREQ_GE_10	5000	4997	2	5437471272892875098	0.701042413638	true
C06	MUSIC-R2	S	S06_PREFERRED_TRANSITION_FRACTION	FREQ_GE_10	5000	4997	2	5437471272892875098	0.145631067961	true
C06	MUSIC-R2	S	S07_DEPLETED_TRANSITION_FRACTION	FREQ_GE_10	5000	4997	2	5437471272892875098	0.378640776699	true
C06	MUSIC-R2	S	S08_HIGHER_ORDER_PREDICTIVE_GAIN	FREQ_GE_10	5000	4997	2	5437471272892875098	0.101168000781	true
C06	MUSIC-R2	S	S01_TRANSITION_DENSITY	TOP_100	5000	4997	2	5437471272892875098	0.344671201814	true
C06	MUSIC-R2	S	S02_TRANSITION_ZERO_DENSITY	TOP_100	5000	4997	2	5437471272892875098	0.655328798186	true
C06	MUSIC-R2	S	S03_TRANSITION_ENTROPY_NORM	TOP_100	5000	4997	2	5437471272892875098	0.627644384673	true
C06	MUSIC-R2	S	S06_PREFERRED_TRANSITION_FRACTION	TOP_100	5000	4997	2	5437471272892875098	0.145631067961	true
C06	MUSIC-R2	S	S07_DEPLETED_TRANSITION_FRACTION	TOP_100	5000	4997	2	5437471272892875098	0.378640776699	true
C06	MUSIC-R2	S	S08_HIGHER_ORDER_PREDICTIVE_GAIN	TOP_100	5000	4997	2	5437471272892875098	0.0921916273536	true
C06	MUSIC-R2	S	S01_TRANSITION_DENSITY	TOP_250	5000	4997	2	5437471272892875098	0.344671201814	true
C06	MUSIC-R2	S	S02_TRANSITION_ZERO_DENSITY	TOP_250	5000	4997	2	5437471272892875098	0.655328798186	true
C06	MUSIC-R2	S	S03_TRANSITION_ENTROPY_NORM	TOP_250	5000	4997	2	5437471272892875098	0.627644384673	true
C06	MUSIC-R2	S	S06_PREFERRED_TRANSITION_FRACTION	TOP_250	5000	4997	2	5437471272892875098	0.145631067961	true
C06	MUSIC-R2	S	S07_DEPLETED_TRANSITION_FRACTION	TOP_250	5000	4997	2	5437471272892875098	0.378640776699	true
C06	MUSIC-R2	S	S08_HIGHER_ORDER_PREDICTIVE_GAIN	TOP_250	5000	4997	2	5437471272892875098	0.0921916273536	true
C06	MUSIC-R2	S	S01_TRANSITION_DENSITY	MATCHED_VOCAB	5000	4997	2	5437471272892875098	0.344671201814	true
C06	MUSIC-R2	S	S02_TRANSITION_ZERO_DENSITY	MATCHED_VOCAB	5000	4997	2	5437471272892875098	0.655328798186	true
C06	MUSIC-R2	S	S03_TRANSITION_ENTROPY_NORM	MATCHED_VOCAB	5000	4997	2	5437471272892875098	0.627644384673	true
C06	MUSIC-R2	S	S06_PREFERRED_TRANSITION_FRACTION	MATCHED_VOCAB	5000	4997	2	5437471272892875098	0.145631067961	true
C06	MUSIC-R2	S	S07_DEPLETED_TRANSITION_FRACTION	MATCHED_VOCAB	5000	4997	2	5437471272892875098	0.378640776699	true
