target_a	target_b	control_rank	control_a	control_b	distance	js_similarity	weighted_overlap	jaccard_support_overlap	observations_a	observations_b	reliability
x004718	x010526	3	x004472	x007926	2	0.31564158047106483	0.23328108672936257	0.13122171945701358	264	116	1
x004718	x010526	3	x004472	x007926	3	0.2840391556767381	0.20088819226750257	0.1125	264	116	1
x004718	x010526	3	x004472	x007926	4	0.25655114846389604	0.193312434691745	0.11196911196911197	264	116	1
x004718	x010526	3	x004472	x007926	5	0.28829644305439894	0.21878265412748168	0.10305343511450382	264	116	1
x004718	x010526	3	x004472	x007926	6	0.33064085582358294	0.2511755485893416	0.12757201646090535	264	116	1
x004718	x010526	3	x004472	x007926	7	0.305538585331229	0.21827061754293955	0.11372549019607843	263	116	1
x004718	x010526	3	x004472	x007926	8	0.30553994416330665	0.24082207945456938	0.112	263	116	1
x004718	x010526	3	x004472	x007926	9	0.26611371225467173	0.2088960272715354	0.09505703422053231	263	116	1
x004718	x010526	3	x004472	x007926	10	0.3522551831179075	0.26261964074996724	0.13333333333333333	263	116	1
x004718	x010526	3	x004472	x007926	11	0.27506683162112033	0.21168218172282682	0.099601593625498	263	116	1
x004718	x010526	3	x004472	x007926	12	0.298451860587159	0.22207289891176088	0.1111111111111111	263	116	1
x004718	x010526	3	x004472	x007926	13	0.2668679291555165	0.21141995542152886	0.10545454545454545	263	116	1
x004718	x010526	3	x004472	x007926	14	0.2883312290924731	0.2162383637078799	0.12167300380228137	263	116	1
x004718	x010526	3	x004472	x007926	15	0.29312786850456696	0.2296774616494035	0.1067193675889328	263	116	1
x004718	x010526	3	x004472	x007926	16	0.2976939032275139	0.22538350596564835	0.11923076923076924	263	116	1
x004718	x010526	3	x004472	x007926	17	0.3338088639434089	0.2611118395175036	0.1322314049586777	263	116	1
x004718	x010526	3	x004472	x007926	18	0.34125771598010024	0.24868886849350996	0.13114754098360656	263	116	1
x004718	x010526	3	x004472	x007926	19	0.2618066792644811	0.21168218172282685	0.09125475285171103	263	116	1
x004718	x010526	3	x004472	x007926	20	0.30102608710324774	0.2256129539792842	0.12213740458015267	263	116	1
x004719	x010527	1	x006441	x010279	1	0.011233888328133657	0.006600660066006601	0.007518796992481203	89	303	1
x004719	x010527	1	x006441	x010279	2	0.21918850159466818	0.15582007638966142	0.07364341085271318	89	303	1
x004719	x010527	1	x006441	x010279	3	0.27690626158616816	0.2159305818222272	0.1018867924528302	89	303	1
x004719	x010527	1	x006441	x010279	4	0.3420164861020517	0.25757407201394306	0.12	89	303	1
x004719	x010527	1	x006441	x010279	5	0.2501072209158608	0.18355768161085773	0.07913669064748201	89	303	1
x004719	x010527	1	x006441	x010279	6	0.22082069438202567	0.1637557014128379	0.06859205776173286	89	303	1
x004719	x010527	1	x006441	x010279	7	0.29052576719608225	0.21923091185523055	0.09578544061302682	89	303	1
x004719	x010527	1	x006441	x010279	8	0.3171294621855709	0.23966329217191387	0.11923076923076924	89	303	1
x004719	x010527	1	x006441	x010279	9	0.2924901241095257	0.20272926169021394	0.11152416356877323	89	303	1
x004719	x010527	1	x006441	x010279	10	0.32258790852753993	0.23510216190158348	0.13253012048192772	89	303	1
x004719	x010527	1	x006441	x010279	11	0.25217156131831076	0.17758742166351468	0.07942238267148015	89	303	1
x004719	x010527	1	x006441	x010279	12	0.29070048234818935	0.20469462676604744	0.10984848484848485	89	303	1
x004719	x010527	1	x006441	x010279	13	0.32538002924752707	0.25419957726109693	0.12301587301587301	89	303	1
x004719	x010527	1	x006441	x010279	14	0.3053793939023638	0.24303778692476	0.10294117647058823	89	303	1
