metadata	method	metric	scope	statistic	window_50_max_nmi	window_100_max_nmi	window_200_max_nmi	window_500_max_nmi	window_1000_max_nmi	observed	null_mean	null_median	null_sd	null_p95	null_p99	null_max	exceedances	empirical_p	permutations
currier	k_medoids	ARI	purity_0.9	mean_across_scales	0.5050250909095202	0.595338624363262	0.7526064986377315	0.7463102492551312	0.8439444092252671	0.6886449744781824	0.425708158725173	0.46032677164009744	0.1243254225686282	0.5858544110964314	0.6280461552162222	0.7748249644965006	18	0.0018998100189981002	10000
currier	k_medoids	ARI	purity_0.9	min_across_scales	0.5050250909095202	0.595338624363262	0.7526064986377315	0.7463102492551312	0.8439444092252671	0.5050250909095202	0.2799578870530294	0.29632439199282634	0.08836262505937041	0.40770026444923546	0.4548018996997251	0.5551703059592903	6	0.0006999300069993001	10000
hand	contiguous_segmentation	NMI	primary	mean_across_scales	0.5367208381407995	0.5205240368166412	0.5291245991122512	0.542724457395341	0.5191079806184824	0.5296403824167031	0.43006088324777075	0.43522952159431627	0.06959356540981154	0.5365001835755385	0.5742542475478037	0.637949906276717	650	0.06509349065093491	10000
hand	contiguous_segmentation	NMI	primary	min_across_scales	0.5367208381407995	0.5205240368166412	0.5291245991122512	0.542724457395341	0.5191079806184824	0.5191079806184824	0.41099285365110216	0.4161022495836792	0.07066527487105893	0.518927825106461	0.5560743260793511	0.6287077445025037	497	0.049795020497950204	10000
hand	hierarchical	NMI	primary	mean_across_scales	0.12861555078947548	0.1570391902053721	0.20282909791452133	0.6307319893182465	0.6056816597763444	0.34497949760079194	0.2483043642725154	0.24981330316425882	0.034900401140958666	0.3020198286581503	0.3197935010141659	0.3539579285539872	8	0.0008999100089991	10000
hand	hierarchical	NMI	primary	min_across_scales	0.12861555078947548	0.1570391902053721	0.20282909791452133	0.6307319893182465	0.6056816597763444	0.12861555078947548	0.0795224120125574	0.07389442911949981	0.024155441756550104	0.122770807636459	0.1336103675313617	0.163707279767562	227	0.022797720227977204	10000
hand	k_medoids	NMI	primary	mean_across_scales	0.40347653997144334	0.543173182590176	0.5981657394519603	0.556202091605629	0.5969900005863046	0.5396015108411027	0.33331378973598524	0.33481903824181275	0.05320210150888998	0.41795217838361154	0.4478584627658462	0.50849073741354	0	9.999000099990002e-05	10000
hand	k_medoids	NMI	primary	min_across_scales	0.40347653997144334	0.543173182590176	0.5981657394519603	0.556202091605629	0.5969900005863046	0.40347653997144334	0.18819586278680298	0.18659489517305078	0.046175736386387084	0.26740248991151117	0.296768332586767	0.3844069921754311	0	9.999000099990002e-05	10000
hand	contiguous_segmentation	ARI	primary	mean_across_scales	0.43591373127385846	0.43603914782395886	0.3709639045485041	0.37946184515866077	0.32795100562715984	0.3900659268864284	0.30419206088974066	0.3041996990176865	0.09315548364497757	0.4573709028578958	0.5339100734990675	0.6714871356078799	1691	0.16918308169183083	10000
hand	contiguous_segmentation	ARI	primary	min_across_scales	0.43591373127385846	0.43603914782395886	0.3709639045485041	0.37946184515866077	0.32795100562715984	0.32795100562715984	0.2636799378159616	0.26109217249156547	0.09064503278375097	0.4173436183891238	0.49224181067296174	0.6430660928043395	2309	0.23097690230976903	10000
hand	hierarchical	ARI	primary	mean_across_scales	0.04692287263181856	0.04375911519715374	0.0645186085462711	0.5704068460473702	0.4945841000841846	0.24403830850135963	0.16386253478411203	0.1648490756311769	0.037805945251579265	0.2242479599263051	0.2568088181129099	0.324177416287614	207	0.0207979202079792	10000
hand	hierarchical	ARI	primary	min_across_scales	0.04692287263181856	0.04375911519715374	0.0645186085462711	0.5704068460473702	0.4945841000841846	0.04375911519715374	0.0214476152698213	0.009942293480592796	0.02941631352312286	0.08027618137270559	0.12191638944360793	0.17914945327427445	1991	0.19918008199180082	10000
hand	k_medoids	ARI	primary	mean_across_scales	0.4065366913304394	0.494370562084499	0.6205493602092618	0.5023496017007884	0.4711322260161024	0.4989876882682182	0.24492557804369408	0.22643455186619466	0.09067912015831209	0.44271069278256253	0.5129399099147454	0.6067593205201174	141	0.014198580141985802	10000
hand	k_medoids	ARI	primary	min_across_scales	0.4065366913304394	0.494370562084499	0.6205493602092618	0.5023496017007884	0.4711322260161024	0.4065366913304394	0.16228944033423173	0.1468049252618983	0.07459241914576255	0.3196851891306637	0.3760454681703808	0.4551081466347132	23	0.0023997600239976003	10000
hand	contiguous_segmentation	NMI	purity_0.8	mean_across_scales	0.5455225550018505	0.5396071243384534	0.5718936998343401	0.6334007909880242	0.6589614789341997	0.5898771298193735	0.4802990828912648	0.4895395860075134	0.08382923299831621	0.6014135030215396	0.6452679263503389	0.7444548840987869	751	0.0751924807519248	10000
hand	contiguous_segmentation	NMI	purity_0.8	min_across_scales	0.5455225550018505	0.5396071243384534	0.5718936998343401	0.6334007909880242	0.6589614789341997	0.5396071243384534	0.42511903713201954	0.43024995006452077	0.07604750377213403	0.5394897040930532	0.5803856617582207	0.6698251303370873	499	0.04999500049995	10000
hand	hierarchical	NMI	purity_0.8	mean_across_scales	0.13095346835486302	0.15867404288557493	0.2085077398618775	0.7370310268852521	0.7450819387653966	0.39604964335059284	0.2995696611506434	0.30439258287108995	0.04542300865916232	0.3651103309838909	0.385428390919449	0.41849952012367486	37	0.0037996200379962005	10000
hand	hierarchical	NMI	purity_0.8	min_across_scales	0.13095346835486302	0.15867404288557493	0.2085077398618775	0.7370310268852521	0.7450819387653966	0.13095346835486302	0.08118976460015702	0.07534626732078024	0.025112520916175007	0.12573451455102813	0.13717895315214043	0.16848975170656846	258	0.025897410258974102	10000
hand	k_medoids	NMI	purity_0.8	mean_across_scales	0.41802098924957043	0.5782400509660458	0.659150315371405	0.6902386923009138	0.737807762679292	0.6166915621134453	0.38394195159615224	0.3863242585440615	0.06768105457197417	0.48871930966731814	0.5351549027718177	0.6251021693388529	3	0.00039996000399960006	10000
hand	k_medoids	NMI	purity_0.8	min_across_scales	0.41802098924957043	0.5782400509660458	0.659150315371405	0.6902386923009138	0.737807762679292	0.41802098924957043	0.1944807218769856	0.19270958893510473	0.047983547511690365	0.27631304845134286	0.3075430662299025	0.3983742086837084	0	9.999000099990002e-05	10000
