token	block	direction	conditional_entropy	effective_successor_predecessor_count	baseline_entropy	entropy_effect	eligible
chckhy	2/2#2	incoming	6.275845478	531.5756276	5.76472371	0.5111217683	true
chdy	2/2#2	incoming	6.268838004	527.8636461	5.76472371	0.5041142941	true
chedy	2/2#2	incoming	6.278081712	532.7656851	5.76472371	0.5133580022	true
cheky	2/2#2	incoming	6.278081712	532.7656851	5.76472371	0.5133580022	true
daiin	2/2#2	incoming	6.271006512	529.0095643	5.76472371	0.5062828015	true
dar	2/2#2	incoming	6.278081712	532.7656851	5.76472371	0.5133580022	true
dy	2/2#2	incoming	6.269311143	528.1134581	5.76472371	0.5045874332	true
okaiin	2/2#2	incoming	6.278081712	532.7656851	5.76472371	0.5133580022	true
or	2/2#2	incoming	6.269311143	528.1134581	5.76472371	0.5045874332	true
s	2/2#2	incoming	6.278081712	532.7656851	5.76472371	0.5133580022	true
shedy	2/2#2	incoming	6.275845478	531.5756276	5.76472371	0.5111217683	true
aiin	1/1#3	outgoing	6.264586174	525.6240238	5.577725823	0.6868603501	true
chaiin	1/1#3	outgoing	6.284969958	536.4481742	5.577725823	0.7072441342	true
chol	1/1#3	outgoing	6.2574769	521.9004702	5.577725823	0.6797510763	true
chor	1/1#3	outgoing	6.280347619	533.974251	5.577725823	0.7026217954	true
chy	1/1#3	outgoing	6.273638548	530.4037704	5.577725823	0.6959127241	true
cthol	1/1#3	outgoing	6.275845478	531.5756276	5.577725823	0.6981196551	true
cthor	1/1#3	outgoing	6.280347619	533.974251	5.577725823	0.7026217954	true
d	1/1#3	outgoing	6.247011329	516.4669661	5.577725823	0.6692855059	true
daiin	1/1#3	outgoing	6.20884091	497.1247049	5.577725823	0.6311150865	true
dain	1/1#3	outgoing	6.271006512	529.0095643	5.577725823	0.6932806883	true
dy	1/1#3	outgoing	6.280347619	533.974251	5.577725823	0.7026217954	true
o	1/1#3	outgoing	6.273203889	530.173276	5.577725823	0.6954780656	true
oky	1/1#3	outgoing	6.280347619	533.974251	5.577725823	0.7026217954	true
